Pilgrim_ID,Country,Gender,Age_Group,Accommodation_Type,Transport_Type,Stay_Duration,Estimated_Spending_SAR,Group_Size
1496,Malaysia,Female,18-30,Hotel (3 Star),Private Car,14 days,27588,2
1497,UK,Male,31-45,Hotel (3 Star),Train (Haramain),21 days,22671,5
1498,UAE,Male,18-30,Apartment,Private Car,21 days,22502,1
1499,India,Female,60+,Apartment,Bus,7 days,30128,2
1500,Egypt,Female,46-60,Apartment,Bus,21 days,36645,4
1501,Nigeria,Male,46-60,Hotel (3 Star),Bus,10 days,12637,3
1502,Turkey,Male,46-60,Camp (Mina),Private Car,21 days,5660,3
1503,Turkey,Male,18-30,Hotel (3 Star),Bus,7 days,11922,1
1504,Turkey,Female,60+,Hotel (5 Star),Bus,10 days,33161,1
1505,India,Female,31-45,Hotel (3 Star),Bus,21 days,8970,2
1506,Turkey,Female,60+,Hotel (5 Star),Train (Haramain),21 days,8407,5
1507,Pakistan,Male,31-45,Camp (Mina),Private Car,14 days,32843,4
1508,Nigeria,Male,18-30,Apartment,Private Car,7 days,14046,3
1509,Pakistan,Female,18-30,Apartment,Group Transport,21 days,28800,1
1510,UK,Female,31-45,Hotel (3 Star),Private Car,14 days,19547,4
1511,Nigeria,Male,31-45,Apartment,Train (Haramain),10 days,36389,5
1512,Pakistan,Male,31-45,Camp (Mina),Private Car,14 days,35346,3
1513,Nigeria,Male,60+,Apartment,Train (Haramain),14 days,27748,3
1514,UK,Male,31-45,Hotel (3 Star),Train (Haramain),21 days,30848,5
1515,Bangladesh,Female,18-30,Camp (Mina),Private Car,21 days,12607,3
1516,India,Male,18-30,Hotel (5 Star),Group Transport,21 days,38583,5
1517,India,Male,46-60,Hotel (3 Star),Bus,14 days,17563,3
1518,Turkey,Male,31-45,Hotel (5 Star),Bus,10 days,38690,2
1519,Indonesia,Female,60+,Camp (Mina),Private Car,7 days,34176,5
1520,Turkey,Female,60+,Hotel (3 Star),Private Car,14 days,19925,4
1521,Malaysia,Male,60+,Hotel (3 Star),Train (Haramain),21 days,26251,2
1522,Pakistan,Male,46-60,Camp (Mina),Private Car,7 days,22648,4
1523,Nigeria,Male,18-30,Apartment,Train (Haramain),10 days,25108,3
1524,Indonesia,Female,60+,Hotel (3 Star),Group Transport,7 days,15979,4
1525,UK,Female,18-30,Hotel (3 Star),Private Car,21 days,7722,2
1526,Malaysia,Female,46-60,Hotel (5 Star),Bus,14 days,10355,5
1527,UK,Male,31-45,Apartment,Bus,14 days,33799,1
1528,India,Female,31-45,Hotel (5 Star),Private Car,21 days,37705,4
1529,India,Male,31-45,Hotel (5 Star),Train (Haramain),14 days,28070,1
1530,Turkey,Male,60+,Apartment,Bus,21 days,16284,4
1531,Pakistan,Male,31-45,Apartment,Train (Haramain),14 days,26737,4
1532,Indonesia,Female,60+,Camp (Mina),Private Car,14 days,28241,5
1533,UAE,Male,46-60,Apartment,Private Car,14 days,32414,3
1534,Malaysia,Female,46-60,Hotel (3 Star),Bus,10 days,25895,2
1535,Malaysia,Female,60+,Apartment,Private Car,10 days,31771,2
1536,Turkey,Male,18-30,Camp (Mina),Group Transport,21 days,6384,2
1537,India,Male,31-45,Camp (Mina),Group Transport,10 days,27689,3
1538,Turkey,Female,31-45,Camp (Mina),Bus,21 days,32475,1
1539,Nigeria,Male,31-45,Apartment,Group Transport,7 days,13252,2
1540,Indonesia,Female,60+,Apartment,Train (Haramain),7 days,35844,1
1541,Pakistan,Male,46-60,Hotel (5 Star),Bus,10 days,35151,3
1542,Bangladesh,Female,31-45,Hotel (5 Star),Bus,7 days,28365,3
1543,Egypt,Female,46-60,Hotel (3 Star),Train (Haramain),7 days,11026,5
1544,Egypt,Female,31-45,Hotel (5 Star),Group Transport,14 days,37767,2
1545,Turkey,Female,31-45,Hotel (3 Star),Group Transport,14 days,33523,5
1546,Nigeria,Male,60+,Camp (Mina),Group Transport,21 days,15482,2
1547,Indonesia,Male,18-30,Hotel (5 Star),Bus,7 days,30108,3
1548,UAE,Female,60+,Apartment,Bus,21 days,5493,3
1549,Egypt,Female,31-45,Hotel (5 Star),Group Transport,21 days,21465,4
1550,Indonesia,Male,31-45,Hotel (3 Star),Private Car,7 days,34550,4
1551,Pakistan,Male,18-30,Hotel (5 Star),Group Transport,10 days,18833,3
1552,UK,Male,46-60,Camp (Mina),Train (Haramain),7 days,7970,3
1553,Nigeria,Male,46-60,Apartment,Bus,14 days,37779,1
1554,India,Male,31-45,Hotel (3 Star),Train (Haramain),7 days,34958,1
1555,Indonesia,Male,46-60,Apartment,Train (Haramain),10 days,22145,5
1556,Pakistan,Female,31-45,Apartment,Bus,21 days,6806,4
1557,UAE,Male,18-30,Hotel (3 Star),Private Car,21 days,10664,4
1558,Bangladesh,Male,18-30,Apartment,Group Transport,14 days,33900,3
1559,India,Female,31-45,Apartment,Train (Haramain),14 days,19126,3
1560,Bangladesh,Male,18-30,Hotel (5 Star),Bus,14 days,10154,5
1561,UAE,Male,60+,Apartment,Train (Haramain),21 days,27208,4
1562,Pakistan,Male,60+,Apartment,Group Transport,14 days,18767,1
1563,Egypt,Male,18-30,Apartment,Private Car,7 days,25043,2
1564,Bangladesh,Male,31-45,Apartment,Private Car,21 days,6525,5
1565,India,Female,31-45,Hotel (3 Star),Private Car,10 days,38528,2
1566,Turkey,Male,18-30,Camp (Mina),Bus,21 days,21978,1
1567,Malaysia,Female,46-60,Hotel (5 Star),Bus,7 days,6055,1
1568,Indonesia,Female,60+,Apartment,Private Car,7 days,15046,2
1569,Egypt,Male,46-60,Apartment,Group Transport,14 days,20678,5
1570,Bangladesh,Female,31-45,Hotel (3 Star),Group Transport,21 days,31624,2
1571,UK,Male,31-45,Camp (Mina),Bus,21 days,10255,5
1572,Indonesia,Female,46-60,Apartment,Private Car,21 days,14411,5
1573,Turkey,Female,18-30,Hotel (3 Star),Group Transport,10 days,38971,3
1574,UAE,Male,46-60,Hotel (5 Star),Group Transport,14 days,36235,4
1575,Malaysia,Male,46-60,Hotel (5 Star),Group Transport,7 days,24194,4
1576,Pakistan,Male,60+,Apartment,Bus,7 days,24476,1
1577,Turkey,Male,60+,Apartment,Private Car,14 days,8044,3
1578,Turkey,Male,46-60,Camp (Mina),Train (Haramain),7 days,26057,4
1579,UAE,Female,46-60,Camp (Mina),Private Car,7 days,8514,5
1580,Nigeria,Female,31-45,Apartment,Private Car,14 days,14990,5
1581,UAE,Female,60+,Hotel (3 Star),Bus,7 days,12507,2
1582,Nigeria,Female,60+,Camp (Mina),Group Transport,21 days,9857,2
1583,Nigeria,Female,31-45,Apartment,Group Transport,10 days,17118,5
1584,Egypt,Female,18-30,Camp (Mina),Bus,14 days,8146,5
1585,Egypt,Female,60+,Apartment,Bus,10 days,31401,2
1586,India,Male,60+,Hotel (5 Star),Bus,7 days,31177,4
1587,Bangladesh,Male,18-30,Apartment,Bus,7 days,9414,1
1588,Bangladesh,Female,60+,Hotel (5 Star),Bus,21 days,22494,2
1589,Pakistan,Female,60+,Camp (Mina),Train (Haramain),14 days,25437,4
1590,Bangladesh,Male,18-30,Apartment,Private Car,7 days,8937,4
1591,Egypt,Male,18-30,Camp (Mina),Private Car,14 days,26326,4
1592,India,Male,46-60,Hotel (5 Star),Private Car,14 days,13974,3
1593,India,Male,31-45,Apartment,Group Transport,14 days,22500,3
1594,Nigeria,Female,31-45,Camp (Mina),Train (Haramain),14 days,6750,4
1595,UAE,Male,18-30,Hotel (5 Star),Private Car,14 days,9027,5
1596,Pakistan,Female,18-30,Camp (Mina),Group Transport,10 days,10745,3
1597,Nigeria,Female,60+,Hotel (3 Star),Train (Haramain),21 days,26448,2
1598,UAE,Female,46-60,Hotel (5 Star),Train (Haramain),14 days,33451,3
1599,Bangladesh,Male,46-60,Hotel (5 Star),Group Transport,10 days,33207,5
1600,Nigeria,Male,18-30,Hotel (5 Star),Train (Haramain),7 days,10938,1
1601,Indonesia,Female,60+,Apartment,Group Transport,14 days,17150,3
1602,Bangladesh,Female,60+,Apartment,Private Car,7 days,18406,4
1603,UAE,Female,31-45,Apartment,Group Transport,14 days,24781,4
1604,Pakistan,Male,31-45,Hotel (3 Star),Train (Haramain),10 days,23325,4
1605,UAE,Female,60+,Hotel (3 Star),Private Car,10 days,8148,1
1606,Nigeria,Male,31-45,Hotel (5 Star),Private Car,10 days,33879,5
1607,Nigeria,Female,18-30,Hotel (3 Star),Bus,21 days,12933,2
1608,Turkey,Female,60+,Camp (Mina),Bus,7 days,14436,5
1609,Pakistan,Female,31-45,Hotel (5 Star),Train (Haramain),21 days,22669,1
1610,UK,Male,46-60,Hotel (5 Star),Group Transport,14 days,11474,4
1611,Bangladesh,Male,60+,Camp (Mina),Group Transport,7 days,16228,5
1612,India,Female,60+,Hotel (5 Star),Train (Haramain),10 days,38538,2
1613,Pakistan,Male,46-60,Hotel (3 Star),Private Car,7 days,6843,4
1614,India,Female,18-30,Apartment,Train (Haramain),10 days,5073,2
1615,Pakistan,Male,46-60,Camp (Mina),Train (Haramain),21 days,21059,3
1616,Pakistan,Male,60+,Hotel (3 Star),Private Car,21 days,25733,2
1617,UAE,Male,18-30,Camp (Mina),Group Transport,10 days,30395,4
1618,Pakistan,Female,31-45,Camp (Mina),Train (Haramain),10 days,25202,3
1619,Turkey,Male,31-45,Hotel (5 Star),Group Transport,14 days,18273,4
1620,UK,Male,31-45,Hotel (5 Star),Train (Haramain),21 days,38099,4
1621,Nigeria,Female,60+,Hotel (3 Star),Private Car,21 days,12512,3
1622,Malaysia,Female,46-60,Camp (Mina),Private Car,14 days,33231,2
1623,India,Female,18-30,Hotel (5 Star),Bus,21 days,28274,1
1624,Nigeria,Female,31-45,Hotel (5 Star),Private Car,10 days,27409,1
1625,Malaysia,Male,18-30,Camp (Mina),Bus,7 days,10113,1
1626,UK,Male,60+,Hotel (3 Star),Train (Haramain),7 days,7881,1
1627,UK,Male,31-45,Hotel (3 Star),Group Transport,21 days,24249,5
1628,India,Male,60+,Camp (Mina),Private Car,14 days,17714,1
1629,India,Male,46-60,Hotel (3 Star),Private Car,10 days,13656,3
1630,UK,Female,60+,Hotel (5 Star),Private Car,7 days,10741,1
1631,Malaysia,Male,60+,Camp (Mina),Train (Haramain),10 days,21661,4
1632,Pakistan,Male,46-60,Hotel (5 Star),Bus,21 days,36555,1
1633,Bangladesh,Male,18-30,Apartment,Train (Haramain),21 days,33690,2
1634,Indonesia,Female,46-60,Apartment,Group Transport,7 days,37833,3
1635,Nigeria,Female,46-60,Hotel (3 Star),Train (Haramain),21 days,10704,3
1636,UAE,Male,60+,Apartment,Group Transport,14 days,17175,5
1637,Nigeria,Female,18-30,Hotel (5 Star),Private Car,21 days,17696,4
1638,UAE,Female,31-45,Apartment,Group Transport,21 days,33054,3
1639,Malaysia,Female,46-60,Hotel (5 Star),Group Transport,21 days,26076,2
1640,UAE,Female,18-30,Hotel (3 Star),Bus,10 days,19986,1
1641,India,Female,46-60,Hotel (3 Star),Group Transport,10 days,19440,3
1642,Bangladesh,Female,46-60,Hotel (5 Star),Group Transport,7 days,12960,2
1643,Bangladesh,Female,46-60,Apartment,Train (Haramain),7 days,27462,1
1644,India,Male,46-60,Hotel (3 Star),Private Car,7 days,22821,5
1645,Turkey,Male,60+,Camp (Mina),Train (Haramain),21 days,32258,3
1646,Malaysia,Female,18-30,Hotel (3 Star),Train (Haramain),10 days,32353,3
1647,Turkey,Male,18-30,Apartment,Private Car,14 days,28416,2
1648,Turkey,Male,18-30,Camp (Mina),Private Car,21 days,27115,4
1649,Nigeria,Female,46-60,Apartment,Group Transport,21 days,29968,5
1650,UK,Male,60+,Hotel (5 Star),Group Transport,21 days,27731,4
1651,Nigeria,Female,46-60,Camp (Mina),Bus,14 days,27785,3
1652,UK,Female,46-60,Apartment,Train (Haramain),7 days,18828,4
1653,Indonesia,Female,18-30,Camp (Mina),Private Car,14 days,9541,1
1654,UAE,Male,46-60,Apartment,Group Transport,7 days,18311,5
1655,UK,Male,31-45,Camp (Mina),Private Car,14 days,35531,4
1656,India,Male,46-60,Apartment,Group Transport,10 days,19588,1
1657,Nigeria,Male,31-45,Hotel (5 Star),Bus,21 days,17380,2
1658,Malaysia,Female,46-60,Camp (Mina),Bus,21 days,22818,4
1659,UAE,Female,60+,Camp (Mina),Private Car,21 days,35857,5
1660,Indonesia,Male,60+,Camp (Mina),Bus,7 days,26711,1
1661,UK,Female,18-30,Camp (Mina),Private Car,14 days,10097,4
1662,Indonesia,Female,46-60,Hotel (5 Star),Group Transport,10 days,33393,2
1663,Malaysia,Male,31-45,Camp (Mina),Train (Haramain),14 days,27076,4
1664,Turkey,Female,31-45,Hotel (3 Star),Bus,21 days,23738,1
1665,Bangladesh,Male,46-60,Hotel (5 Star),Group Transport,10 days,34317,4
1666,Malaysia,Female,31-45,Hotel (3 Star),Train (Haramain),10 days,12044,5
1667,Egypt,Male,60+,Camp (Mina),Train (Haramain),21 days,10497,3
1668,Malaysia,Female,31-45,Apartment,Train (Haramain),14 days,18751,1
1669,Indonesia,Female,18-30,Hotel (3 Star),Group Transport,21 days,34882,1
1670,India,Male,60+,Camp (Mina),Group Transport,14 days,27449,1
1671,Nigeria,Male,60+,Hotel (3 Star),Private Car,10 days,38402,1
1672,India,Male,60+,Camp (Mina),Train (Haramain),10 days,37543,4
1673,Indonesia,Male,46-60,Camp (Mina),Train (Haramain),21 days,34362,5
1674,Nigeria,Female,46-60,Camp (Mina),Train (Haramain),10 days,32315,2
1675,Egypt,Female,60+,Apartment,Private Car,7 days,32746,5
1676,Bangladesh,Male,46-60,Hotel (3 Star),Train (Haramain),10 days,15057,1
1677,UAE,Female,31-45,Hotel (5 Star),Group Transport,7 days,26061,4
1678,Indonesia,Male,46-60,Hotel (5 Star),Train (Haramain),10 days,39157,4
1679,UK,Male,46-60,Hotel (5 Star),Bus,21 days,16322,1
1680,Indonesia,Female,60+,Hotel (5 Star),Group Transport,21 days,9276,4
1681,Indonesia,Female,18-30,Camp (Mina),Private Car,7 days,17306,1
1682,Nigeria,Male,18-30,Hotel (3 Star),Train (Haramain),21 days,39017,5
1683,Pakistan,Male,18-30,Hotel (3 Star),Bus,10 days,32742,3
1684,Malaysia,Male,31-45,Apartment,Private Car,10 days,36600,4
1685,Pakistan,Female,46-60,Hotel (3 Star),Private Car,21 days,22629,1
1686,Egypt,Female,18-30,Hotel (3 Star),Group Transport,10 days,13245,1
1687,UK,Female,60+,Hotel (3 Star),Private Car,14 days,36414,4
1688,Bangladesh,Female,18-30,Apartment,Private Car,14 days,35098,2
1689,Turkey,Male,18-30,Hotel (5 Star),Private Car,10 days,15588,1
1690,Egypt,Male,46-60,Hotel (3 Star),Private Car,21 days,5442,4
1691,Turkey,Male,46-60,Apartment,Train (Haramain),7 days,16803,1
1692,Turkey,Male,46-60,Apartment,Train (Haramain),21 days,15599,2
1693,Bangladesh,Male,31-45,Camp (Mina),Train (Haramain),7 days,12058,3
1694,India,Male,31-45,Apartment,Train (Haramain),21 days,22206,2
1695,Pakistan,Female,18-30,Hotel (5 Star),Bus,10 days,16894,5
1696,Indonesia,Female,46-60,Hotel (3 Star),Train (Haramain),14 days,7939,4
1697,UAE,Male,18-30,Apartment,Private Car,21 days,27149,2
1698,Turkey,Male,60+,Hotel (5 Star),Train (Haramain),7 days,6031,3
1699,UK,Female,60+,Apartment,Train (Haramain),14 days,15208,1
1700,Egypt,Female,46-60,Apartment,Group Transport,7 days,5562,4
1701,India,Female,46-60,Apartment,Private Car,10 days,25951,2
1702,Turkey,Female,60+,Apartment,Train (Haramain),14 days,33351,3
1703,India,Male,46-60,Apartment,Train (Haramain),7 days,23680,2
1704,India,Male,31-45,Hotel (5 Star),Train (Haramain),21 days,26586,5
1705,Turkey,Male,31-45,Hotel (3 Star),Bus,10 days,14308,4
1706,Nigeria,Male,46-60,Hotel (3 Star),Train (Haramain),10 days,14609,1
1707,Malaysia,Male,60+,Hotel (3 Star),Group Transport,10 days,34495,3
1708,UK,Female,18-30,Hotel (3 Star),Private Car,21 days,22675,2
1709,Indonesia,Male,46-60,Hotel (5 Star),Private Car,21 days,33064,4
1710,Indonesia,Female,46-60,Camp (Mina),Train (Haramain),14 days,13720,2
1711,UK,Male,18-30,Camp (Mina),Train (Haramain),21 days,19457,4
1712,Nigeria,Male,46-60,Hotel (5 Star),Train (Haramain),14 days,7939,5
1713,Indonesia,Male,18-30,Hotel (5 Star),Private Car,10 days,28365,2
1714,India,Male,60+,Apartment,Private Car,14 days,10392,5
1715,Bangladesh,Male,31-45,Apartment,Bus,7 days,30905,3
1716,Egypt,Female,60+,Apartment,Group Transport,10 days,12972,5
1717,Pakistan,Female,31-45,Hotel (3 Star),Bus,10 days,35653,4
1718,Indonesia,Female,18-30,Apartment,Group Transport,14 days,31329,3
1719,UK,Male,31-45,Camp (Mina),Bus,10 days,24184,2
1720,Bangladesh,Male,60+,Hotel (3 Star),Private Car,21 days,19799,2
1721,Turkey,Female,31-45,Apartment,Bus,7 days,20052,4
1722,Malaysia,Male,18-30,Hotel (3 Star),Group Transport,14 days,11044,1
1723,UK,Male,31-45,Camp (Mina),Train (Haramain),14 days,24871,1
1724,India,Female,46-60,Apartment,Group Transport,10 days,28767,2
1725,Malaysia,Male,60+,Camp (Mina),Train (Haramain),21 days,25234,4
1726,Egypt,Female,46-60,Camp (Mina),Private Car,10 days,26381,1
1727,Egypt,Male,18-30,Camp (Mina),Group Transport,10 days,22274,5
1728,Nigeria,Female,31-45,Apartment,Bus,14 days,27304,2
1729,UAE,Male,46-60,Hotel (5 Star),Group Transport,10 days,22572,5
1730,Nigeria,Male,46-60,Apartment,Train (Haramain),7 days,30965,4
1731,Bangladesh,Female,31-45,Camp (Mina),Private Car,10 days,23384,5
1732,Malaysia,Male,31-45,Apartment,Bus,10 days,22855,1
1733,UAE,Male,60+,Camp (Mina),Group Transport,14 days,22920,1
1734,Turkey,Female,46-60,Hotel (5 Star),Train (Haramain),10 days,21702,3
1735,India,Male,46-60,Hotel (3 Star),Bus,21 days,6894,2
1736,Malaysia,Female,18-30,Hotel (5 Star),Private Car,14 days,35985,4
1737,Nigeria,Male,60+,Hotel (5 Star),Bus,10 days,33287,2
1738,Pakistan,Male,18-30,Hotel (3 Star),Private Car,7 days,12991,5
1739,UAE,Male,46-60,Apartment,Bus,7 days,20439,4
1740,UAE,Male,18-30,Hotel (3 Star),Group Transport,14 days,34084,4
1741,India,Female,46-60,Apartment,Train (Haramain),14 days,32659,1
1742,Indonesia,Male,46-60,Apartment,Group Transport,10 days,29976,5
1743,Egypt,Female,18-30,Camp (Mina),Group Transport,21 days,22107,1
1744,Egypt,Male,18-30,Camp (Mina),Private Car,10 days,7329,1
1745,Pakistan,Male,31-45,Hotel (3 Star),Private Car,7 days,7770,3
1746,Bangladesh,Male,31-45,Hotel (5 Star),Private Car,21 days,9846,1
1747,Bangladesh,Male,31-45,Hotel (3 Star),Group Transport,21 days,21651,2
1748,Turkey,Female,46-60,Apartment,Bus,21 days,19633,4
1749,Malaysia,Female,18-30,Camp (Mina),Bus,10 days,18628,1
1750,UK,Female,60+,Hotel (3 Star),Group Transport,7 days,5569,2
1751,Indonesia,Female,46-60,Hotel (3 Star),Group Transport,14 days,6973,5
1752,Nigeria,Male,60+,Camp (Mina),Train (Haramain),10 days,38038,4
1753,UK,Female,18-30,Camp (Mina),Private Car,14 days,12641,5
1754,UK,Female,46-60,Camp (Mina),Private Car,21 days,13930,2
1755,UAE,Male,60+,Apartment,Group Transport,21 days,11680,5
1756,Pakistan,Male,60+,Camp (Mina),Group Transport,10 days,6257,5
1757,Egypt,Male,31-45,Hotel (5 Star),Bus,7 days,13250,5
1758,Turkey,Male,31-45,Hotel (3 Star),Group Transport,21 days,33757,1
1759,Bangladesh,Female,31-45,Camp (Mina),Bus,14 days,9858,1
1760,Pakistan,Female,46-60,Camp (Mina),Group Transport,14 days,18491,1
1761,UAE,Male,18-30,Apartment,Train (Haramain),10 days,30294,4
1762,Nigeria,Male,18-30,Apartment,Train (Haramain),14 days,11908,2
1763,Turkey,Male,31-45,Hotel (3 Star),Bus,7 days,15844,1
1764,UAE,Female,31-45,Hotel (5 Star),Private Car,21 days,7911,5
1765,Egypt,Female,31-45,Hotel (3 Star),Train (Haramain),14 days,13991,5
1766,Egypt,Male,60+,Camp (Mina),Bus,14 days,16572,5
1767,Egypt,Male,31-45,Hotel (5 Star),Group Transport,21 days,34693,5
1768,Pakistan,Female,60+,Hotel (5 Star),Group Transport,10 days,22493,3
1769,Pakistan,Male,18-30,Hotel (5 Star),Bus,14 days,22634,4
1770,Bangladesh,Male,46-60,Hotel (5 Star),Private Car,10 days,29561,2
1771,Bangladesh,Female,46-60,Hotel (3 Star),Bus,10 days,23033,2
1772,Nigeria,Male,46-60,Apartment,Bus,14 days,12351,1
1773,Turkey,Female,46-60,Apartment,Train (Haramain),7 days,30921,3
1774,India,Male,60+,Camp (Mina),Bus,10 days,24340,2
1775,India,Male,60+,Apartment,Bus,14 days,19901,4
1776,UAE,Female,31-45,Apartment,Group Transport,10 days,15638,5
1777,Egypt,Female,60+,Apartment,Train (Haramain),21 days,26378,1
1778,Turkey,Male,31-45,Apartment,Group Transport,7 days,27820,4
1779,UK,Female,31-45,Camp (Mina),Group Transport,7 days,30060,2
1780,Pakistan,Male,46-60,Hotel (3 Star),Private Car,21 days,37642,3
1781,Malaysia,Male,60+,Hotel (5 Star),Private Car,21 days,30378,1
1782,Indonesia,Female,60+,Apartment,Train (Haramain),10 days,13150,2
1783,Nigeria,Male,31-45,Hotel (3 Star),Train (Haramain),21 days,29059,1
1784,Egypt,Male,31-45,Apartment,Private Car,7 days,39525,2
1785,Egypt,Female,18-30,Apartment,Private Car,21 days,23193,5
1786,Egypt,Female,18-30,Hotel (5 Star),Private Car,14 days,32801,3
1787,Pakistan,Male,31-45,Hotel (5 Star),Private Car,14 days,31246,5
1788,Pakistan,Female,18-30,Hotel (5 Star),Private Car,10 days,17807,2
1789,Indonesia,Female,18-30,Apartment,Group Transport,7 days,22535,4
1790,UK,Female,31-45,Apartment,Train (Haramain),14 days,10492,5
1791,Turkey,Female,31-45,Apartment,Group Transport,21 days,36357,4
1792,Egypt,Male,60+,Hotel (5 Star),Group Transport,14 days,11302,2
1793,India,Male,31-45,Camp (Mina),Bus,14 days,37314,3
1794,Bangladesh,Male,31-45,Hotel (3 Star),Group Transport,10 days,9747,4
1795,India,Female,46-60,Camp (Mina),Private Car,21 days,15686,2
1796,UAE,Female,60+,Apartment,Private Car,21 days,23891,4
1797,India,Female,60+,Apartment,Bus,21 days,34928,5
1798,UAE,Female,60+,Camp (Mina),Bus,10 days,12494,2
1799,Malaysia,Female,46-60,Apartment,Bus,21 days,34877,5
1800,Bangladesh,Female,31-45,Hotel (3 Star),Bus,21 days,32981,1
1801,India,Female,60+,Apartment,Bus,14 days,19026,2
1802,Malaysia,Male,60+,Hotel (3 Star),Group Transport,14 days,25422,4
1803,Nigeria,Male,18-30,Camp (Mina),Bus,21 days,14244,1
1804,Turkey,Female,60+,Camp (Mina),Group Transport,7 days,38481,5
1805,Malaysia,Female,31-45,Apartment,Train (Haramain),7 days,28644,5
1806,Turkey,Female,31-45,Hotel (3 Star),Bus,21 days,13521,4
1807,India,Male,18-30,Apartment,Bus,7 days,6746,1
1808,UK,Male,60+,Hotel (5 Star),Group Transport,10 days,22591,3
1809,Malaysia,Female,60+,Hotel (5 Star),Train (Haramain),14 days,31718,4
1810,Bangladesh,Female,60+,Hotel (5 Star),Group Transport,10 days,7696,5
1811,India,Male,46-60,Hotel (5 Star),Group Transport,14 days,17012,2
1812,Egypt,Male,60+,Apartment,Bus,7 days,19688,1
1813,Pakistan,Male,31-45,Hotel (5 Star),Private Car,7 days,28457,3
1814,Malaysia,Male,31-45,Hotel (3 Star),Private Car,21 days,10036,2
1815,Bangladesh,Female,46-60,Camp (Mina),Group Transport,7 days,34960,1
1816,Nigeria,Male,46-60,Camp (Mina),Bus,7 days,27159,4
1817,Egypt,Male,60+,Hotel (5 Star),Train (Haramain),21 days,12910,4
1818,Nigeria,Female,18-30,Hotel (5 Star),Private Car,21 days,7693,1
1819,India,Male,46-60,Hotel (5 Star),Train (Haramain),14 days,20858,3
1820,Pakistan,Male,46-60,Apartment,Private Car,7 days,33810,1
1821,Malaysia,Male,60+,Camp (Mina),Bus,14 days,25092,2
1822,Malaysia,Female,60+,Hotel (5 Star),Group Transport,14 days,28243,2
1823,UK,Male,46-60,Hotel (3 Star),Train (Haramain),10 days,35505,4
1824,UK,Female,18-30,Hotel (5 Star),Train (Haramain),7 days,12692,1
1825,India,Female,46-60,Camp (Mina),Group Transport,7 days,33555,4
1826,India,Male,60+,Hotel (5 Star),Train (Haramain),10 days,11398,3
1827,Pakistan,Male,60+,Camp (Mina),Private Car,14 days,12252,2
1828,UK,Male,46-60,Hotel (5 Star),Group Transport,7 days,16721,5
1829,Bangladesh,Male,18-30,Hotel (3 Star),Private Car,14 days,22939,5
1830,Bangladesh,Female,46-60,Hotel (5 Star),Private Car,10 days,16825,1
1831,Pakistan,Male,46-60,Hotel (3 Star),Bus,21 days,30251,1
1832,Bangladesh,Male,60+,Hotel (3 Star),Private Car,14 days,29151,5
1833,UAE,Male,18-30,Hotel (5 Star),Bus,7 days,5036,1
1834,Turkey,Female,31-45,Hotel (3 Star),Train (Haramain),21 days,33412,2
1835,Pakistan,Male,18-30,Apartment,Train (Haramain),14 days,23171,3
1836,Pakistan,Male,46-60,Hotel (5 Star),Bus,14 days,37761,3
1837,Indonesia,Female,46-60,Hotel (5 Star),Private Car,21 days,20202,4
1838,Egypt,Female,46-60,Hotel (3 Star),Group Transport,21 days,13060,2
1839,Egypt,Male,18-30,Hotel (3 Star),Group Transport,21 days,13065,1
1840,UAE,Male,60+,Hotel (5 Star),Bus,7 days,34873,1
1841,UK,Male,46-60,Apartment,Train (Haramain),7 days,10932,4
1842,India,Male,46-60,Hotel (3 Star),Train (Haramain),14 days,31470,4
1843,India,Male,18-30,Hotel (3 Star),Group Transport,14 days,13328,1
1844,Nigeria,Female,31-45,Camp (Mina),Bus,10 days,11333,1
1845,UAE,Female,31-45,Apartment,Group Transport,7 days,16268,2
1846,Pakistan,Male,60+,Apartment,Private Car,14 days,10067,4
1847,UAE,Male,60+,Hotel (5 Star),Private Car,21 days,22045,2
1848,UAE,Female,46-60,Apartment,Bus,21 days,27770,1
1849,UAE,Male,18-30,Hotel (5 Star),Bus,7 days,12887,5
1850,Egypt,Male,46-60,Camp (Mina),Private Car,21 days,38182,5
1851,UAE,Male,60+,Apartment,Train (Haramain),10 days,37370,1
1852,Turkey,Male,18-30,Hotel (3 Star),Bus,14 days,29918,4
1853,India,Male,18-30,Camp (Mina),Private Car,14 days,33026,5
1854,Nigeria,Female,60+,Hotel (5 Star),Private Car,14 days,16929,4
1855,Turkey,Male,31-45,Camp (Mina),Train (Haramain),7 days,39937,5
1856,Nigeria,Male,31-45,Hotel (5 Star),Train (Haramain),21 days,18563,4
1857,Indonesia,Male,18-30,Camp (Mina),Train (Haramain),10 days,33546,5
1858,Nigeria,Female,46-60,Hotel (5 Star),Train (Haramain),7 days,17888,4
1859,India,Female,31-45,Apartment,Group Transport,14 days,39283,2
1860,India,Female,46-60,Hotel (3 Star),Train (Haramain),10 days,21958,4
1861,UAE,Female,31-45,Hotel (5 Star),Group Transport,14 days,17634,2
1862,Malaysia,Male,31-45,Camp (Mina),Bus,14 days,24251,2
1863,Indonesia,Female,46-60,Hotel (5 Star),Private Car,7 days,24928,1
1864,Pakistan,Male,60+,Hotel (5 Star),Group Transport,14 days,21455,2
1865,Bangladesh,Male,31-45,Hotel (5 Star),Bus,10 days,32144,3
1866,Nigeria,Female,31-45,Camp (Mina),Bus,14 days,33013,2
